N,P,K,temperature,humidity,ph,rainfall,label,Region,Soil_Type,Growing_Season,Yield_kg_per_hectare,Growth_Days,Irrigation_Method,Pest_Incidents,Fertilizer_Application,Fertilizer_kg_ha,Organic_Matter_Percentage,Crop_Rotation,Seed_Rate_kg_ha,Market_Price_USD_per_kg,Water_Source
34,52,18,28.948116122509806,51.898461021775326,3.733516418748961,87.4944474134619,mothbeans,Western,Loamy Sand,Kharif,1439,67,Flood,Low,Low,53,1.4,Maize,18,1.0,Well
23,6,11,12.645689387533054,92.23872223329803,7.430138632494362,84.12039936135898,orange,Central,Sandy Loam,Perennial,18098,916,Drip,High,Medium,186,3.3,Fallow,506,1.09,Canal
101,41,19,23.986704911121272,81.25029430302794,7.1540788282423495,110.39585385842143,cotton,Western,Black,Kharif,3265,206,Drip,Medium,Medium,164,2.9,Pulses,16,1.73,Well
81,9,55,29.087443300646786,92.11505735011771,6.182303489330677,44.822378738097896,muskmelon,Western,Sandy,Spring,20223,116,Drip,Low,High,176,1.3,Rice,3,0.55,Well
24,33,20,25.2400810266614,66.54311430344825,5.382053729852629,89.71086020758139,mothbeans,Western,Sandy,Kharif,1303,83,Flood,Low,Low,52,1.8,Maize,12,1.01,Rain
12,31,32,35.43312836853137,48.13718375976687,4.215041596878722,108.0544923079254,mango,Western,Red,Perennial,8104,1812,Drip,High,Medium,283,2.0,Fallow,113,0.96,Well
94,13,41,24.60173795686385,80.52232945022719,5.886813414439226,86.85602755724824,watermelon,Southern,Sandy Loam,Spring,25975,89,Drip,Medium,High,179,2.7,Rice,2,0.27,River
4,53,13,27.75139180511742,60.49224560193435,3.2113015129128493,55.464463100671075,mothbeans,Central,Sandy,Kharif,1369,83,Sprinkler,Medium,Low,38,0.9,Fallow,15,1.16,Rain
113,96,57,26.538662775979255,80.21402212354272,5.852868618413158,152.82816621274458,banana,Southern,Loamy,Perennial,31489,423,Drip,High,High,465,2.6,Fallow,1619,0.84,Well
33,135,200,23.728861187200188,95.77358242216293,6.782942430591767,84.47948275397755,apple,Northern,Sandy Loam,Perennial,16211,1761,Drip,High,High,321,2.3,Fallow,711,1.15,Reservoir
11,54,25,22.737325449305064,20.039808959420974,6.120205382584551,156.28530230031413,kidneybeans,Northern,Sandy Loam,Rabi,1139,104,Sprinkler,Low,Medium,46,2.6,Wheat,75,1.18,Canal
12,66,20,31.09612868608974,34.24818283686444,4.922526032026893,185.6545348345644,pigeonpeas,Southern,Loamy,Monsoon,1141,132,Drip,Medium,Low,38,2.2,Rice,20,0.95,Rain
36,52,52,41.836706584847946,86.826196906277,7.270059632867765,219.37522832347557,papaya,Eastern,Sandy Loam,Perennial,33599,304,Drip,Medium,High,209,3.1,Fallow,2190,0.95,Canal
29,50,19,26.729657887737233,56.145247720465186,8.419652663735906,68.81264750587212,mothbeans,Central,Loamy Sand,Kharif,935,76,Sprinkler,Medium,Low,49,1.0,Fallow,18,0.84,Rain
92,26,51,25.456660516236887,82.7371546956021,6.630320252586555,5.144652068520699,watermelon,Western,Sandy Loam,Spring,16999,80,Drip,Medium,Medium,146,1.1,Fallow,3,0.34,River
13,27,13,31.573808970120645,89.80036910790776,6.182283634520605,102.37494597644277,orange,Central,Loamy,Perennial,14931,828,Drip,High,Medium,278,1.7,Fallow,582,1.48,Canal
0,122,200,21.633013376711247,92.55113930423191,5.434434587893892,99.77910550503934,apple,Northern,Loamy,Perennial,23407,1152,Sprinkler,Medium,Medium,199,2.7,Fallow,690,1.64,Reservoir
10,77,21,26.10999868890315,59.00393184296293,6.56964995593373,29.523461315810103,lentil,Northern,Loamy,Rabi,1481,105,Sprinkler,Low,Low,53,1.2,Wheat,43,1.16,Canal
21,128,197,31.836082125701722,77.48618548989533,5.965196239700442,70.17839900590891,grapes,Southern,Loamy,Perennial,20472,769,Drip,High,High,343,1.8,Fallow,1404,1.1,Canal
20,69,81,20.16991213607127,21.24286276337848,6.982697194585109,87.15534993008974,chickpea,Central,Loamy,Winter,1793,90,Sprinkler,Low,Medium,34,2.1,Fallow,89,0.9,Well
20,10,43,23.604356949423703,88.12437018725218,5.495264026899609,88.37034415461456,pomegranate,Southern,Sandy Loam,Perennial,14389,601,Drip,Medium,High,197,2.5,Vegetables,2,1.41,Canal
15,17,11,16.05547033280588,88.95984648842511,7.090727753122771,129.61467917517393,orange,Central,Sandy Loam,Perennial,24832,1286,Drip,High,Medium,187,2.7,Fallow,523,1.04,Well
81,34,44,26.81478251718803,77.03749047296506,6.800629068087911,116.9047422050043,jute,Eastern,Clay Loam,Monsoon,3078,114,Flood,Low,Medium,141,2.0,Vegetables,8,1.48,River
84,15,43,25.211181956344596,84.8156889230172,6.361331483286247,84.2790827756286,watermelon,Western,Sandy,Summer,16805,106,Sprinkler,Medium,High,123,2.9,Vegetables,3,0.47,River
114,22,38,24.313188711900764,63.43790853596052,7.380326540731131,83.94041774275925,coffee,Western,Sandy Loam,Perennial,1893,1110,Sprinkler,Medium,Medium,177,4.0,Fallow,1268,3.62,Well
103,31,27,25.584024029409946,50.219923309301564,7.071012168108171,161.67701791600246,coffee,Western,Red,Perennial,1346,1218,Drip,Medium,Medium,175,2.9,Fallow,1212,4.15,Rain
56,55,17,29.028125348464012,62.2858927861085,6.8778104664911295,28.66002215586078,blackgram,Southern,Clay Loam,Rabi,1145,83,Sprinkler,Medium,Medium,32,1.4,Cotton,17,1.01,Well
58,36,17,19.725038618258456,57.97709400740897,6.287549714178279,70.59470689798869,maize,Central,Loamy,Rabi,7722,92,Flood,Medium,High,133,1.7,Rice,25,0.19,Rain
106,19,47,28.13790150678472,96.9227951846226,5.921455444447585,19.027982393424804,muskmelon,Western,Sandy,Summer,17057,120,Drip,Low,Medium,164,2.1,Fallow,3,0.32,Canal
20,19,21,27.594986143170132,92.24550902296946,5.861181867282922,151.20878463306337,coconut,Southern,Sandy Loam,Perennial,14947,1799,Drip,Medium,Medium,288,2.4,Fallow,199,0.74,Canal
81,75,45,29.76137338386627,85.8768988321289,5.443804216118193,141.40078142384039,banana,Southern,Alluvial,Perennial,28890,441,Drip,Medium,High,409,3.8,Fallow,1976,0.47,Well
108,92,52,27.146372453437937,83.73931015042349,6.1404497626381875,77.70175287682865,banana,Southern,Alluvial,Perennial,39790,394,Flood,High,High,359,4.9,Vegetables,1685,0.87,River
51,54,54,38.16735890935637,94.7285866693066,6.892259716332398,192.97310698360982,papaya,Southern,Sandy Loam,Perennial,29482,305,Drip,Medium,High,210,4.1,Vegetables,2402,0.88,Canal
70,52,41,27.55111118207525,72.6886947247556,7.19511315680275,157.15685281020356,jute,Northern,Clay Loam,Monsoon,2595,111,Flood,Low,Medium,80,2.1,Vegetables,8,0.82,River
103,76,44,24.457956875678974,83.63786434168414,6.351494020179283,94.098966799436,banana,Eastern,Loamy,Perennial,39851,422,Drip,Medium,High,399,2.9,Vegetables,1950,0.6,River
81,62,46,26.337990252755016,80.43380591386844,4.724288859628081,292.86213022458924,rice,Eastern,Clay,Kharif,5753,137,Flood,Medium,Medium,109,1.5,Vegetables,55,0.21,River
95,53,13,16.204689658530942,66.12374240852732,5.6793643288588695,133.2288313946553,maize,Northern,Loamy,Kharif,3132,89,Sprinkler,Low,Medium,188,2.9,Pulses,24,0.3,Well
42,60,20,25.9438255953861,69.64007570447083,6.774567761523999,74.95722099393018,blackgram,Southern,Clay Loam,Kharif,1370,80,Sprinkler,High,Low,48,2.1,Vegetables,17,1.25,Well
79,47,43,24.612438708855688,83.83983951774258,7.249251049281541,197.31993733052943,jute,Northern,Clay Loam,Kharif,2990,114,Flood,Medium,Medium,108,2.6,Rice,7,0.95,Rain
12,71,13,21.308294403892326,24.595779869653565,5.512124241749273,154.23881708264236,kidneybeans,Western,Sandy Loam,Summer,1507,107,Drip,Medium,Medium,42,1.4,Wheat,64,0.87,Well
11,10,34,28.77008705861326,95.55121994493592,5.686711630088411,179.0400432487849,coconut,Southern,Sandy Loam,Perennial,13789,1499,Flood,Medium,High,217,1.5,Fallow,161,1.06,Canal
32,13,37,23.222557372618535,92.4443393831874,5.764596010002715,60.839912398291375,pomegranate,Southern,Sandy Loam,Perennial,10772,429,Drip,High,High,268,3.0,Fallow,1,1.75,Reservoir
73,41,38,24.973645796868322,79.75609858690623,6.904634955424717,185.36102001428017,jute,Northern,Loamy,Monsoon,2207,100,Flood,Low,Medium,97,3.3,Vegetables,8,1.39,Canal
77,51,38,24.075524643521014,85.61269453466493,4.756939675307032,182.85684669038824,rice,Southern,Alluvial,Kharif,3076,139,Flood,Medium,High,156,1.9,Vegetables,45,0.39,Canal
39,79,22,27.201645997211088,69.05962421984438,8.167136850299736,21.78611971193402,blackgram,Southern,Black,Rabi,977,89,Flood,Medium,Medium,64,1.2,Vegetables,16,1.01,Canal
38,72,84,19.367643502278245,18.696904555439257,7.986255292243759,111.28175834199973,chickpea,Northern,Clay Loam,Rabi,1067,94,Sprinkler,Low,Medium,45,2.4,Rice,71,0.75,Well
37,80,83,17.72658373062727,12.751184298719902,6.0748749358436225,90.40921294425657,chickpea,Central,Loamy,Winter,1484,117,Sprinkler,Medium,Low,47,0.9,Wheat,73,0.93,Rain
121,39,20,26.179219781986898,83.29458645883385,8.174938217019978,99.11679439769364,cotton,Southern,Loamy,Monsoon,1556,175,Drip,Medium,High,204,2.8,Maize,18,2.64,Canal
16,140,199,12.696798638652195,83.94895238479612,5.940601001533552,55.98083202779672,grapes,Southern,Loamy,Perennial,17113,733,Drip,High,Medium,206,1.9,Fallow,1220,1.17,Well
29,29,5,12.93519419288529,92.39093355939733,8.027287621611274,104.6927591664722,orange,Central,Loamy,Perennial,13600,817,Drip,High,High,316,2.7,Fallow,592,1.08,Reservoir
22,139,200,21.13298846809087,96.24967831353273,6.16401278664045,128.75490351663865,apple,Northern,Sandy Loam,Perennial,24422,1413,Drip,Medium,Medium,213,3.9,Fallow,649,1.38,Reservoir
113,37,17,23.09848374683782,83.335793382291,6.504005876830857,39.95882974770449,cotton,Central,Black,Monsoon,2488,161,Drip,Medium,High,195,2.8,Pulses,15,2.21,Rain
119,19,51,28.573152885258505,91.11513342137346,6.1312948935825275,30.782379327501147,muskmelon,Northern,Sandy Loam,Spring,12153,104,Sprinkler,Medium,High,178,2.4,Vegetables,2,0.5,Well
32,81,70,17.731862835322953,13.499159749013094,8.05285588749411,118.14225570154795,chickpea,Northern,Loamy,Rabi,977,102,Flood,Medium,Medium,31,1.8,Rice,80,0.8,Rain
31,70,16,30.501955563544193,59.32162391609414,6.823404800210679,58.38990797495981,blackgram,Southern,Clay Loam,Kharif,1355,84,Flood,Medium,Low,62,1.7,Rice,15,1.01,Well
119,79,52,31.4352338919359,80.07884119730238,5.901963962753177,55.820377995302835,banana,Southern,Loamy,Perennial,32372,448,Flood,High,High,327,4.0,Fallow,1985,0.5,Well
20,9,11,22.830050934303483,91.56829333239233,7.881092136366181,121.92409383812745,orange,Southern,Sandy Loam,Perennial,12488,944,Drip,High,High,181,2.9,Fallow,605,0.78,Reservoir
60,40,15,26.519171975087037,68.26697200010409,7.356699364631104,124.97499065892933,maize,Southern,Sandy Loam,Rabi,7604,96,Flood,Low,Medium,122,2.3,Vegetables,21,0.35,Well
15,75,15,22.528309454195494,68.23076901516812,5.664787587230127,47.6341941627522,lentil,Northern,Sandy Loam,Rabi,1442,100,Drip,Low,Low,43,1.8,Rice,37,1.49,Rain
14,21,33,27.766626853052173,52.225691742013346,5.103599724185041,111.49159860211982,mango,Southern,Red,Perennial,15205,1682,Drip,High,Medium,308,2.3,Fallow,104,0.93,River
0,23,34,23.325073225067115,91.41130031552,6.026270006837211,69.55962039194749,pomegranate,Southern,Loamy,Perennial,12425,670,Drip,Medium,High,276,3.5,Vegetables,1,2.39,Reservoir
19,64,18,22.90450903177598,21.041767040293557,5.522273308412627,89.26043598404443,kidneybeans,Western,Sandy Loam,Summer,1657,88,Drip,Medium,Medium,69,1.8,Maize,69,1.24,Canal
135,35,18,23.854245832701267,72.15824143959546,6.157541833877907,64.02918117162133,cotton,Central,Black,Monsoon,1731,203,Drip,Medium,Medium,138,1.8,Pulses,19,1.66,Rain
20,141,196,25.3169411821015,93.15292101065506,5.970839498552153,96.12551173795597,apple,Northern,Sandy Loam,Perennial,21353,1799,Drip,High,Medium,274,3.5,Fallow,769,1.64,River
63,49,18,26.477531385346158,64.45449919741613,6.557376654682579,136.99927340457532,maize,Central,Sandy Loam,Kharif,3997,108,Flood,Low,Medium,196,1.2,Cotton,19,0.24,Canal
23,54,18,26.376993599608376,56.04591026514521,9.08023879052256,16.06661117161218,mothbeans,Western,Loamy Sand,Kharif,943,86,Sprinkler,Low,Low,43,1.4,Fallow,16,1.2,Well
26,65,19,30.948598676738357,60.67902237679759,6.367771859587929,78.60660642942315,blackgram,Southern,Black,Rabi,1121,87,Sprinkler,High,Medium,64,1.7,Cotton,18,1.12,Canal
46,73,21,26.94698841899294,64.00973968219967,6.362379575580108,102.20140755069836,blackgram,Central,Clay Loam,Rabi,979,80,Flood,High,Medium,67,2.0,Cotton,20,0.88,Canal
106,23,24,27.145178386962307,66.15015659637524,6.700301308173098,191.6073527297829,coffee,Western,Loamy,Perennial,1496,1160,Sprinkler,Medium,Medium,294,3.3,Fallow,1511,4.37,Well
6,35,19,27.574289875332873,82.08173537186566,6.824135181430451,0.0,mungbean,Northern,Loamy,Spring,1163,87,Flood,Low,Low,65,0.8,Rice,21,0.9,Canal
43,28,28,26.915372378719454,50.47448976588214,5.727224943364222,62.50421381503289,mango,Western,Loamy,Perennial,16599,1765,Drip,High,High,342,4.0,Fallow,108,1.94,Canal
1,10,27,27.613708487638316,100.0,5.7463664182962715,250.7803115847116,coconut,Southern,Sandy Loam,Perennial,14890,1723,Flood,Medium,High,188,3.1,Fallow,198,0.93,Rain
13,121,200,8.116484391110255,84.50760592825182,6.37257116734307,33.557800220060855,grapes,Southern,Sandy Loam,Perennial,21601,1014,Drip,High,Medium,195,2.7,Fallow,1558,2.02,Canal
97,51,15,19.2874430395811,68.79602793167012,5.816206158526261,137.7655339489255,maize,Central,Sandy Loam,Rabi,5655,88,Flood,Low,High,146,3.5,Vegetables,23,0.17,Well
98,27,50,25.5020694929202,94.00868805076821,5.697974438059245,60.447597933988774,muskmelon,Northern,Sandy,Summer,15807,114,Sprinkler,Low,Medium,118,2.0,Vegetables,2,0.52,Well
102,35,29,26.435227948509965,65.3427436388908,7.299671917938253,169.14098852787583,coffee,Southern,Loamy,Perennial,1022,1429,Drip,High,High,163,3.7,Fallow,1463,2.88,Reservoir
81,44,25,18.655680709079224,57.799189824751835,5.750990853837376,113.31852817431697,maize,Central,Sandy Loam,Kharif,6625,97,Flood,Medium,Medium,137,3.1,Vegetables,19,0.31,Well
36,40,16,27.483190613592868,62.56774464513749,7.85475172920177,30.968171422652944,mothbeans,Central,Loamy Sand,Kharif,1108,65,Sprinkler,Medium,Low,24,1.7,Maize,15,0.74,Rain
0,54,21,24.40048539217388,23.540120346951827,6.121217723809463,151.87238578194697,kidneybeans,Western,Loamy,Rabi,1785,104,Sprinkler,Low,Low,40,1.3,Wheat,63,1.41,Rain
80,42,47,19.80054457922375,81.88330485740488,6.167955886726482,270.3651825234294,rice,Southern,Alluvial,Kharif,4515,143,Flood,Medium,Medium,117,2.2,Fallow,40,0.4,Reservoir
25,68,16,33.289496784979,64.81101456864099,7.0999528069309115,59.118154483685245,blackgram,Southern,Clay Loam,Kharif,1446,86,Sprinkler,High,Medium,60,1.4,Cotton,18,1.15,Rain
112,24,34,24.836426678076197,53.68176661977387,5.868686160164424,114.26444782833744,coffee,Western,Loamy,Perennial,1017,1367,Sprinkler,Medium,High,179,2.1,Fallow,1735,4.27,Rain
70,69,49,27.06673592901714,90.87186849511393,6.627633433424543,91.16689186797049,papaya,Eastern,Sandy Loam,Perennial,31354,348,Drip,Medium,High,204,2.8,Vegetables,2196,0.71,Canal
60,75,18,29.93936616228661,59.47227514884048,7.1663989104905035,85.92997522794157,blackgram,Southern,Clay Loam,Kharif,1514,74,Sprinkler,High,Medium,34,2.2,Cotton,16,1.09,Canal
51,53,74,21.89565288687277,23.915325553154716,8.366931826684288,108.71752566857344,chickpea,Central,Clay Loam,Winter,1072,99,Sprinkler,Low,Medium,69,2.2,Wheat,84,0.93,Well
98,47,13,25.013290707700296,79.63013777958258,6.89124535077113,79.11003939791993,cotton,Southern,Loamy,Monsoon,2400,154,Flood,Medium,Medium,242,2.4,Maize,17,1.52,Rain
35,135,200,23.293097975809843,92.89807863022386,6.65913406754405,137.5458685138629,apple,Northern,Loamy,Perennial,27748,1396,Drip,Medium,High,260,3.7,Fallow,768,1.44,Reservoir
23,145,195,38.20811852361263,80.86557884049397,6.212546855900104,30.170920216360415,grapes,Western,Loamy,Perennial,17885,812,Drip,Medium,High,277,2.9,Vegetables,1565,1.25,Canal
33,71,18,23.1926716856927,14.14065449416906,5.718425424829557,176.36184935368306,kidneybeans,Northern,Loamy,Summer,1330,90,Drip,Medium,Low,72,1.8,Maize,64,1.0,Rain
107,33,24,23.942657812375895,74.4809698859147,5.981125239501586,66.28234289958432,cotton,Southern,Loamy,Monsoon,2670,165,Flood,Medium,Medium,172,2.1,Wheat,18,2.88,Canal
103,29,31,28.506164138946904,63.3555927879895,6.556593085484271,215.24683051715766,coffee,Southern,Sandy Loam,Perennial,1496,1153,Sprinkler,High,Medium,217,3.1,Fallow,1425,3.2,Well
110,19,56,29.19381781625563,94.51755648905122,5.640002242678637,0.0,muskmelon,Western,Sandy Loam,Spring,18896,108,Drip,Low,High,177,1.2,Vegetables,2,0.54,Well
117,46,17,23.18764974198079,80.16227789914923,7.228109560871188,110.20413259750751,cotton,Central,Loamy,Monsoon,3277,173,Flood,High,Medium,231,2.4,Wheat,18,2.23,Canal
8,55,21,33.646444907691,52.53337882525177,6.629414310011975,27.223615604740075,mothbeans,Central,Loamy Sand,Kharif,1485,81,Flood,Medium,Low,34,0.7,Fallow,18,1.28,Rain
18,27,31,27.77080823877224,88.28520248859668,6.074293246855488,242.87047715185662,coconut,Southern,Sandy Loam,Perennial,10888,1461,Drip,High,Medium,188,2.4,Fallow,194,1.07,Canal
28,119,199,23.654590177021714,87.649269731958,6.205883805217388,144.50263404788058,apple,Northern,Sandy Loam,Perennial,24967,1476,Sprinkler,High,High,227,2.3,Fallow,602,0.88,Reservoir
125,51,21,24.371108893215286,82.84780629678149,6.512234457480998,64.3405788904592,cotton,Western,Sandy Loam,Monsoon,2257,177,Drip,Medium,High,149,2.2,Pulses,15,1.62,Rain
31,70,44,31.88088662492768,86.67833887787941,6.587917632913254,1.968222429552533,papaya,Southern,Sandy Loam,Perennial,25605,326,Drip,Medium,High,344,4.2,Fallow,1907,0.92,Well
44,73,24,20.45508197545637,22.948440951041793,5.810645727657377,93.17326579586992,kidneybeans,Northern,Loamy,Rabi,1852,104,Drip,Medium,Medium,43,2.7,Wheat,65,1.13,Canal
107,37,14,21.46667098361856,79.09625009750978,7.545772535761699,18.006208116673726,cotton,Southern,Black,Monsoon,2332,176,Drip,Medium,Medium,246,2.2,Wheat,19,2.22,Rain
7,76,15,22.155269707473003,65.91899085629953,7.82035601950043,13.232160342225036,lentil,Central,Sandy Loam,Winter,1455,118,Sprinkler,Low,Low,37,0.9,Fallow,41,0.94,Rain
91,5,42,24.051328528761474,90.69584392135391,6.863765529410609,23.165191214114483,watermelon,Southern,Sandy,Spring,24995,99,Drip,Low,Medium,192,1.2,Vegetables,3,0.4,Canal
0,21,26,23.780395475985486,96.80815974112274,5.989643247534125,208.4687694361649,coconut,Southern,Sandy Loam,Perennial,17593,1579,Flood,Medium,High,288,2.4,Fallow,150,1.33,Well
29,49,17,26.466555384393427,49.3647633764661,5.989883467905812,0.0,mothbeans,Western,Loamy Sand,Kharif,1466,90,Sprinkler,Low,Low,50,1.5,Millet,18,1.02,Rain
74,43,33,26.262927453430883,86.51107467149109,7.658898381206625,267.15427187374473,rice,Southern,Clay,Monsoon,5069,117,Flood,Medium,Medium,119,1.2,Vegetables,51,0.38,Canal
66,57,46,21.153303204214087,81.01799178297243,5.472777894224234,271.36680364226953,rice,Southern,Alluvial,Monsoon,4290,135,Flood,High,High,174,2.0,Vegetables,60,0.5,Reservoir
41,82,18,22.116084870426413,61.20202026579357,5.529291061318245,22.470807239959935,lentil,Northern,Sandy Loam,Winter,1552,106,Drip,Medium,Medium,47,1.4,Fallow,41,1.4,Canal
5,31,35,31.322600752150734,50.541137437176005,4.33047794047207,93.88458735766906,mango,Southern,Red,Perennial,24430,1504,Flood,High,Medium,278,3.2,Fallow,136,0.95,River
107,13,54,26.502636329683565,81.78734260218786,6.406244291453483,0.0,watermelon,Western,Sandy,Spring,26842,90,Sprinkler,Low,Medium,161,1.8,Rice,2,0.31,River
25,60,25,28.03276952542403,64.81946650461518,7.253836268843815,109.74757481896197,blackgram,Southern,Clay Loam,Rabi,1416,89,Sprinkler,Medium,Low,61,2.4,Cotton,19,1.03,Well
54,69,19,33.58980142679641,66.20869289197147,6.103048566597422,26.023514781685897,blackgram,Central,Black,Kharif,1173,84,Flood,Medium,Medium,55,2.4,Vegetables,17,1.3,Rain
89,23,51,30.714236046898943,87.64504542123558,6.312197037837596,18.750224721228648,muskmelon,Western,Sandy Loam,Summer,22004,103,Sprinkler,Low,High,145,1.9,Vegetables,2,0.5,Well
41,63,15,28.047881491816945,61.26156243652303,6.361537395627795,106.5291339184964,blackgram,Central,Clay Loam,Kharif,1072,84,Sprinkler,High,Low,65,2.3,Rice,19,1.21,Well
2,24,34,28.773463655091692,99.11206687572309,5.443263682789103,217.34875136940383,coconut,Southern,Sandy,Perennial,15398,1461,Drip,Low,Medium,192,2.5,Fallow,195,1.01,Well
75,39,36,21.299758830458373,80.8788847221531,7.846469983754471,263.5881351907341,rice,Southern,Alluvial,Kharif,5810,111,Flood,Low,High,101,2.0,Vegetables,60,0.31,Reservoir
0,12,30,27.28121458792907,95.0268707841426,5.813539774017207,200.29876728897074,coconut,Southern,Sandy Loam,Perennial,17265,1521,Flood,Low,High,279,2.2,Fallow,177,0.84,Rain
85,51,42,25.84458599030186,74.57862908464904,6.49261667612877,159.6549283046108,jute,Eastern,Alluvial,Kharif,3485,130,Flood,Low,Medium,142,2.3,Vegetables,10,1.35,Rain
